Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
0000016d-3a85-4cca-0000-0000000002e4,e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Isiah14 Jakubowski832,M,GENERAL PRACTICE,108 Merrimack St.,Haverhill,MA,01830,42.77449,-71.07901,73
0000016d-3a85-4cca-0000-0000000002ee,ed146054-9dd5-3f0b-83df-d29d983039c3,Antoine384 Bahringer146,M,GENERAL PRACTICE,233 Stevens St,Hyannis,MA,02601,41.651745,-70.294235,36
0000016d-3a85-4cca-0000-000000000302,8881e3ee-e915-31b3-867f-8e2fbe41e887,Wayne846 Kessler503,M,GENERAL PRACTICE,225 Boston Road  Suite 107,Lynn,MA,01904,42.470093,-70.95994,93
0000016d-3a85-4cca-0000-00000000030c,0b78995f-8b45-34d3-969d-afcc456bb1c7,Yanira774 Mills423,F,GENERAL PRACTICE,175 Elm Street,New Bedford,MA,02740,41.635937,-70.92991,95
0000016d-3a85-4cca-0000-000000000320,cb72194a-b1fd-3089-afb6-cb8bb61f4f9c,Jacquelyn628 Pouros728,F,GENERAL PRACTICE,116 Long Pond Road,Plymouth,MA,02360,41.924313,-70.656654,2
0000016d-3a85-4cca-0000-00000000033e,d311e70d-86e7-3c03-b115-53892bcf7ef1,Amos720 Towne435,M,GENERAL PRACTICE,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,7
0000016d-3a85-4cca-0000-000000000348,7b50426f-b50b-3d7c-ab22-04a0e1632ac8,Saul605 Reynolds644,M,GENERAL PRACTICE,7 Drydock Ave  Suite 2070,Boston,MA,02210,42.34461,-71.03728,2
0000016d-3a85-4cca-0000-000000000384,3a2242e0-de37-303b-bdfc-e160c7eae518,Renato359 Jenkins714,M,GENERAL PRACTICE,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,1
0000016d-3a85-4cca-0000-00000000038e,05f449e8-89fc-3204-ac89-2416cc734431,Beatriz277 Ortega866,F,CLINICAL PSYCHOLOGIST,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,0
0000016d-3a85-4cca-0000-00000000038f,05f449e8-89fc-3204-ac89-2416cc734431,Buford910 Feil794,M,CLINICAL PSYCHOLOGIST,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,0
0000016d-3a85-4cca-0000-00000000038e,05f449e8-89fc-3204-ac89-2416cc734431,Therese102 Bahringer146,F,GENERAL PRACTICE,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,62
0000016d-3a85-4cca-0000-0000000003ac,d5f4875f-6df2-32a8-a01b-47267f47fc49,Reuben327 Brown30,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
0000016d-3a85-4cca-0000-0000000003ad,d5f4875f-6df2-32a8-a01b-47267f47fc49,Armando772 Armenta418,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
0000016d-3a85-4cca-0000-0000000003ae,d5f4875f-6df2-32a8-a01b-47267f47fc49,Isiah14 Jakubowski832,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
0000016d-3a85-4cca-0000-0000000003af,d5f4875f-6df2-32a8-a01b-47267f47fc49,Antoine384 Bahringer146,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
0000016d-3a85-4cca-0000-0000000003b0,d5f4875f-6df2-32a8-a01b-47267f47fc49,Jorge203 Hernández971,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
0000016d-3a85-4cca-0000-0000000003b1,d5f4875f-6df2-32a8-a01b-47267f47fc49,Wayne846 Kessler503,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
0000016d-3a85-4cca-0000-0000000003ac,d5f4875f-6df2-32a8-a01b-47267f47fc49,Yanira774 Mills423,F,GENERAL PRACTICE,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,95
0000016d-3a85-4cca-0000-0000000003b6,b7dc82e4-3595-391b-a897-495dd7e5cf38,Bobby524 Kohler843,M,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
0000016d-3a85-4cca-0000-0000000003b7,b7dc82e4-3595-391b-a897-495dd7e5cf38,Jacquelyn628 Pouros728,F,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
0000016d-3a85-4cca-0000-0000000003b6,b7dc82e4-3595-391b-a897-495dd7e5cf38,Jamar151 Oberbrunner298,M,GENERAL PRACTICE,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,78
0000016d-3a85-4cca-0000-000000000406,79e14b44-8026-3599-b8ac-14813879825e,Sana377 Lind531,F,CHIROPRACTIC,307 MILL ST,HOLLISTON,MA,01746-1041,42.195951,-71.45343000000001,0
0000016d-3a85-4cca-0000-000000000406,79e14b44-8026-3599-b8ac-14813879825e,Duane703 Casper496,M,GENERAL PRACTICE,307 MILL ST,HOLLISTON,MA,01746-1041,42.195951,-71.45343000000001,103
0000016d-3a85-4cca-0000-00000000046a,f0268df7-588d-3e55-bab9-e29862a3be00,Sidney996 Grant908,M,CHIROPRACTIC,73 CENTRAL ST,WEST BOYLSTON,MA,01583-1418,42.369417,-71.785036,0
0000016d-3a85-4cca-0000-00000000046b,f0268df7-588d-3e55-bab9-e29862a3be00,Matilde468 Adams676,F,CHIROPRACTIC,73 CENTRAL ST,WEST BOYLSTON,MA,01583-1418,42.369417,-71.785036,0
0000016d-3a85-4cca-0000-00000000046a,f0268df7-588d-3e55-bab9-e29862a3be00,Bernardo699 Sanford861,M,GENERAL PRACTICE,73 CENTRAL ST,WEST BOYLSTON,MA,01583-1418,42.369417,-71.785036,63
0000016d-3a85-4cca-0000-00000000049c,ef3826ec-c50e-343c-aee7-57a3cabefa15,Abe604 Crooks415,M,OPHTHALMOLOGY,175 DERBY ST,HINGHAM,MA,02043-4035,42.224319,-70.880673,0
0000016d-3a85-4cca-0000-00000000049d,ef3826ec-c50e-343c-aee7-57a3cabefa15,Carlita746 Gutkowski940,F,OPHTHALMOLOGY,175 DERBY ST,HINGHAM,MA,02043-4035,42.224319,-70.880673,0
0000016d-3a85-4cca-0000-00000000049e,ef3826ec-c50e-343c-aee7-57a3cabefa15,Jorge203 Sanabria449,M,OPHTHALMOLOGY,175 DERBY ST,HINGHAM,MA,02043-4035,42.224319,-70.880673,0
0000016d-3a85-4cca-0000-00000000049f,ef3826ec-c50e-343c-aee7-57a3cabefa15,Deb577 Collins926,F,OPHTHALMOLOGY,175 DERBY ST,HINGHAM,MA,02043-4035,42.224319,-70.880673,0
0000016d-3a85-4cca-0000-00000000049c,ef3826ec-c50e-343c-aee7-57a3cabefa15,Elmer371 Hand679,F,GENERAL PRACTICE,175 DERBY ST,HINGHAM,MA,02043-4035,42.224319,-70.880673,12
0000016d-3a85-4cca-0000-0000000004ba,de1376c4-8f27-37ed-85da-6986458442f2,Garry927 Mann644,M,CLINICAL PSYCHOLOGIST,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
0000016d-3a85-4cca-0000-0000000004ba,de1376c4-8f27-37ed-85da-6986458442f2,Golden321 Johnson679,F,CLINICAL SOCIAL WORKER,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
0000016d-3a85-4cca-0000-0000000004ba,de1376c4-8f27-37ed-85da-6986458442f2,Korey682 Buckridge80,M,GENERAL PRACTICE,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,38
0000016d-3a85-4cca-0000-0000000004ba,de1376c4-8f27-37ed-85da-6986458442f2,Lyndon118 Deckow585,M,CLINICAL NURSE SPECIALIST,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
0000016d-3a85-4cca-0000-0000000004bb,de1376c4-8f27-37ed-85da-6986458442f2,Stacia109 Koch169,F,CLINICAL NURSE SPECIALIST,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
0000016d-3a85-4cca-0000-0000000005aa,eee23eb7-a476-37b0-9811-d57740145867,Melonie209 Schinner682,F,CLINICAL SOCIAL WORKER,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,0
0000016d-3a85-4cca-0000-0000000005ab,eee23eb7-a476-37b0-9811-d57740145867,Nikia872 Goldner995,F,CLINICAL SOCIAL WORKER,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,0
0000016d-3a85-4cca-0000-0000000005aa,eee23eb7-a476-37b0-9811-d57740145867,Raylene798 Franecki195,F,GENERAL PRACTICE,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,26
0000016d-3a85-4cca-0000-0000000005c8,390aca0e-45e1-3d47-b615-1aef27abcadf,Ramiro608 Wuckert783,M,OPTOMETRY,253 BOSTON ST,TOPSFIELD,MA,01983-2215,42.641379,-70.94344,0
0000016d-3a85-4cca-0000-0000000005c9,390aca0e-45e1-3d47-b615-1aef27abcadf,Antione404 McLaughlin530,M,OPTOMETRY,253 BOSTON ST,TOPSFIELD,MA,01983-2215,42.641379,-70.94344,0
0000016d-3a85-4cca-0000-0000000005ca,390aca0e-45e1-3d47-b615-1aef27abcadf,Harriett813 Kemmer137,F,OPTOMETRY,253 BOSTON ST,TOPSFIELD,MA,01983-2215,42.641379,-70.94344,0
0000016d-3a85-4cca-0000-0000000005cb,390aca0e-45e1-3d47-b615-1aef27abcadf,Carter549 Ferry570,M,OPTOMETRY,253 BOSTON ST,TOPSFIELD,MA,01983-2215,42.641379,-70.94344,0
0000016d-3a85-4cca-0000-0000000005c8,390aca0e-45e1-3d47-b615-1aef27abcadf,Carson894 Haley279,M,GENERAL PRACTICE,253 BOSTON ST,TOPSFIELD,MA,01983-2215,42.641379,-70.94344,31
0000016d-3a85-4cca-0000-0000000005f0,7d1c9185-6194-3fca-8c56-1e2d5ac7ee71,Dorthey25 Corwin846,F,NURSE PRACTITIONER,234 RUSSELL ST,HADLEY,MA,01035-3534,42.356491,-72.568632,0
0000016d-3a85-4cca-0000-0000000005f1,7d1c9185-6194-3fca-8c56-1e2d5ac7ee71,Alma679 Hessel84,F,NURSE PRACTITIONER,234 RUSSELL ST,HADLEY,MA,01035-3534,42.356491,-72.568632,0
0000016d-3a85-4cca-0000-0000000005f0,7d1c9185-6194-3fca-8c56-1e2d5ac7ee71,America446 Macejkovic424,F,CHIROPRACTIC,234 RUSSELL ST,HADLEY,MA,01035-3534,42.356491,-72.568632,0
0000016d-3a85-4cca-0000-0000000005f0,7d1c9185-6194-3fca-8c56-1e2d5ac7ee71,Latricia419 Bailey598,F,NEUROLOGY,234 RUSSELL ST,HADLEY,MA,01035-3534,42.356491,-72.568632,0
0000016d-3a85-4cca-0000-0000000005f1,7d1c9185-6194-3fca-8c56-1e2d5ac7ee71,Aron520 Olson653,M,NEUROLOGY,234 RUSSELL ST,HADLEY,MA,01035-3534,42.356491,-72.568632,0
0000016d-3a85-4cca-0000-0000000005f0,7d1c9185-6194-3fca-8c56-1e2d5ac7ee71,Billie243 Kunze215,F,CLINICAL SOCIAL WORKER,234 RUSSELL ST,HADLEY,MA,01035-3534,42.356491,-72.568632,0
0000016d-3a85-4cca-0000-0000000005f1,7d1c9185-6194-3fca-8c56-1e2d5ac7ee71,Lucius907 Corkery305,M,CLINICAL SOCIAL WORKER,234 RUSSELL ST,HADLEY,MA,01035-3534,42.356491,-72.568632,0
0000016d-3a85-4cca-0000-0000000005f0,7d1c9185-6194-3fca-8c56-1e2d5ac7ee71,Franklin857 Breitenberg711,M,FAMILY PRACTICE,234 RUSSELL ST,HADLEY,MA,01035-3534,42.356491,-72.568632,0
0000016d-3a85-4cca-0000-0000000005f1,7d1c9185-6194-3fca-8c56-1e2d5ac7ee71,Oralia106 Gerhold939,F,FAMILY PRACTICE,234 RUSSELL ST,HADLEY,MA,01035-3534,42.356491,-72.568632,0
0000016d-3a85-4cca-0000-0000000005f2,7d1c9185-6194-3fca-8c56-1e2d5ac7ee71,Weston546 Christiansen251,M,FAMILY PRACTICE,234 RUSSELL ST,HADLEY,MA,01035-3534,42.356491,-72.568632,0
0000016d-3a85-4cca-0000-0000000005f3,7d1c9185-6194-3fca-8c56-1e2d5ac7ee71,Hung902 Huel628,M,FAMILY PRACTICE,234 RUSSELL ST,HADLEY,MA,01035-3534,42.356491,-72.568632,0
